,return_1d,return_5d,return_10d,return_20d,intraday_return,high_low_range,gap,sma_5,sma_20,sma_60,price_to_sma_5,price_to_sma_20,price_to_sma_60,rsi_14,roc_10,roc_20,macd,macd_signal,macd_hist,volatility_5,volatility_20,atr_14,volume_change_1d,volume_sma_20,volume_ratio_20
price_to_sma_5,0.7225932629793089,0.8095704445884842,0.5864758006782438,0.4558790876677435,0.5546115214380288,0.030307274226827347,0.44988883012211955,0.044998535386669446,0.014663637612474191,0.009222167788420353,1.0,0.6810718170962443,0.415047200625575,0.6088620473178413,0.5864758006782438,0.45587908766774343,0.15924091229239135,0.07712249080007523,0.32689921154851026,0.03245288329701467,-0.007149300750172078,-0.020562805854644425,0.06227123963891895,0.02159372595059455,0.267657052181879
price_to_sma_20,0.39070217385337536,0.7845762649005816,0.9258485552709675,0.8769724375601473,0.340067906420692,0.14101864109120094,0.19764255807961095,0.1629712661933063,0.07985327412814684,0.02856949386044885,0.6810718170962443,1.0,0.7844764990636319,0.8969345221338546,0.9258485552709677,0.8769724375601473,0.48582894030920776,0.3679807850717909,0.5215454745945155,0.09100484060818123,0.05096680095681275,0.0023407579756064014,0.024837636033853926,0.06885786269409655,0.2784695816319605
price_to_sma_60,0.23133492549331625,0.5107941547844937,0.6814799569325118,0.8782371375934315,0.21238089352563028,0.22551469759971163,0.10492480646250031,0.39504620007855423,0.32050220454761996,0.20223858602032363,0.415047200625575,0.7844764990636319,1.0,0.8268558866214407,0.6814799569325117,0.8782371375934316,0.6760334703064034,0.6465503549298741,0.2434289208155296,0.2179986349097833,0.23943101588457133,0.2125817950048097,-0.006757258187067704,0.1572572832058768,0.13172382316693204
rsi_14,0.3496731184018409,0.6912490474599942,0.8108378940682632,0.8333870829788108,0.29908831295490457,0.1423555716723392,0.1827621679322343,0.18498956512323733,0.12727400946948125,0.07335477265128294,0.6088620473178413,0.8969345221338546,0.8268558866214407,1.0,0.8108378940682631,0.8333870829788108,0.4026833753348928,0.338887918898864,0.3107854932514687,0.10219544001138925,0.07857987914029252,0.05809989204962965,0.02569142796685246,0.1275193129594251,0.23058456901304925
roc_10,0.3161581365947894,0.7128151309862367,1.0,0.7509870107184095,0.28294473638823636,0.1603151471143648,0.15059081662444346,0.1556848015995593,0.07718063470210429,0.0415643241240514,0.5864758006782438,0.9258485552709677,0.6814799569325117,0.8108378940682631,1.0,0.7509870107184095,0.4214111261505176,0.2974613631545626,0.5303028579894962,0.10863868273943318,0.06261924119380775,0.014227723847905927,0.026114530816412716,0.05620175190305561,0.2800624036178083
roc_20,0.2522892059840409,0.5611364363826883,0.7509870107184095,1.0,0.2282724977392623,0.16715005455819898,0.11818129848231818,0.25139757172080224,0.16834094128903535,0.08237169954989668,0.45587908766774343,0.8769724375601473,0.8782371375934316,0.8333870829788108,0.7509870107184095,1.0,0.5998963632436585,0.5238450356625243,0.3949050570046302,0.12336445260201968,0.1330101375901631,0.07528832789160221,0.0028878471845738495,0.09524561179345765,0.1716803013617473
macd,0.061447891243291704,0.24851258694258963,0.4214111261505176,0.5998963632436585,0.09252784338991296,0.1305303027466292,-0.013545198004526394,0.48167586614011365,0.367390201966649,0.18378147737232642,0.15924091229239135,0.48582894030920776,0.6760334703064034,0.4026833753348928,0.4214111261505176,0.5998963632436585,1.0,0.9647310646486877,0.33016769415555447,0.08970898956194126,0.09626609306522017,0.20133060722543436,-0.008599997666906226,0.00533363143340592,0.04761633701503595
macd_signal,0.02970686925066047,0.14006804128974656,0.2974613631545626,0.5238450356625243,0.06010078159911632,0.1701288337552895,-0.024273758146616354,0.552774781619815,0.46426303477864833,0.26468375736528527,0.07712249080007523,0.3679807850717909,0.6465503549298741,0.338887918898864,0.2974613631545626,0.5238450356625243,0.9647310646486877,1.0,0.07004730194664353,0.1442540987727461,0.15002015376217384,0.31183391301517,-0.01120123323753826,0.009861158854741538,0.02609624720791741
macd_hist,0.12633451133418086,0.4394845672062326,0.5303028579894962,0.3949050570046302,0.1351255015487866,-0.11540423845158637,0.03571153603039979,-0.1568307317566563,-0.2725313134808654,-0.2526648120084056,0.32689921154851026,0.5215454745945155,0.2434289208155296,0.3107854932514687,0.5303028579894962,0.3949050570046302,0.33016769415555447,0.07004730194664353,1.0,-0.17731526728671496,-0.17314302995603403,-0.35523401753611483,0.007575746740459785,-0.015148440609970067,0.08686660352201153
volatility_5,0.05416985566377191,0.058224815043972096,0.10863868273943318,0.12336445260201968,-0.02767113858161683,0.5742764559620052,0.11046193741594633,0.45037823904149055,0.46609022139662687,0.47140934271720075,0.03245288329701467,0.09100484060818123,0.2179986349097833,0.10219544001138925,0.10863868273943318,0.12336445260201968,0.08970898956194126,0.1442540987727461,-0.17731526728671496,1.0,0.7166601407840857,0.5190649899197954,-0.009410196090885573,0.14131258011771597,0.19255859217895457
volatility_20,0.014721275883823392,0.015869603641678977,0.06261924119380775,0.1330101375901631,-0.05325673374493352,0.49835594434591546,0.08278924052573274,0.5870231956975253,0.6055005096186781,0.624845198806344,-0.007149300750172078,0.05096680095681275,0.23943101588457133,0.07857987914029252,0.06261924119380775,0.1330101375901631,0.09626609306522017,0.15002015376217384,-0.17314302995603403,0.7166601407840857,1.0,0.6575560172521243,-0.02385582409808858,0.16457086122008419,-0.05999434140517726
atr_14,0.002407830569733804,-0.0035051952965692965,0.014227723847905927,0.07528832789160221,-0.06177157395034344,0.4046976516316364,0.07382947222218415,0.9330147068636795,0.9645333691537256,0.9674219917774949,-0.020562805854644425,0.0023407579756064014,0.2125817950048097,0.05809989204962965,0.014227723847905927,0.07528832789160221,0.20133060722543436,0.31183391301517,-0.35523401753611483,0.5190649899197954,0.6575560172521243,1.0,-0.025608094107232925,-0.0358486722866653,-0.018407440410129833
volume_change_1d,0.08835818473818868,0.03539125572732112,0.026114530816412716,0.0028878471845738495,0.12284651877626888,0.2263354388055029,-0.010689086556485802,-0.027553021753616163,-0.027852352338337636,-0.028127253462063836,0.06227123963891895,0.024837636033853926,-0.006757258187067704,0.02569142796685246,0.026114530816412716,0.0028878471845738495,-0.008599997666906226,-0.01120123323753826,0.007575746740459785,-0.009410196090885573,-0.02385582409808858,-0.025608094107232925,1.0,-0.038812118252309104,0.5461649670559393
volume_sma_20,0.0135156024024,0.03138792456340178,0.05620175190305561,0.09524561179345765,0.008224047888271465,0.018037285406558034,0.010398542548260227,-0.09870469610663446,-0.10079571414380932,-0.11928872484182464,0.02159372595059455,0.06885786269409655,0.1572572832058768,0.1275193129594251,0.05620175190305561,0.09524561179345765,0.00533363143340592,0.009861158854741538,-0.015148440609970067,0.14131258011771597,0.16457086122008419,-0.0358486722866653,-0.038812118252309104,1.0,-0.027232722947828098
volume_ratio_20,0.19901531599793862,0.2707418360832886,0.2800624036178083,0.1716803013617473,0.18141339736659265,0.5143018514777288,0.08760710856392126,-0.007951814383185837,-0.019328757656516437,-0.02408286251812338,0.267657052181879,0.2784695816319605,0.13172382316693204,0.23058456901304925,0.2800624036178083,0.1716803013617473,0.04761633701503595,0.02609624720791741,0.08686660352201153,0.19255859217895457,-0.05999434140517726,-0.018407440410129833,0.5461649670559393,-0.027232722947828098,1.0
