,return_1d,return_5d,return_10d,return_20d,intraday_return,high_low_range,gap,sma_5,sma_20,sma_60,price_to_sma_5,price_to_sma_20,price_to_sma_60,rsi_14,roc_10,roc_20,macd,macd_signal,macd_hist,volatility_5,volatility_20,atr_14,volume_change_1d,volume_sma_20,volume_ratio_20
price_to_sma_5,0.6745856832481714,0.7736835974547118,0.5317180967315969,0.3932361970482471,0.4882049136044763,0.042803134888153085,0.4009774170644379,0.05892239397016766,0.033770987871235,0.03338598631813747,1.0,0.6163352464413904,0.36000960079796723,0.593161307945606,0.5317180967315969,0.3932361970482471,0.20797684093887123,0.10112207916621999,0.4401969226652804,0.054029934543139216,0.021534225268038724,0.04191727968821816,0.0436526440527432,0.04983770925146557,0.1557250852552163
price_to_sma_20,0.34566095225169424,0.7218669201786658,0.9062332463790758,0.8480273082900698,0.2635687886323814,0.10720102364711141,0.2010257239564566,0.18973150790606177,0.09922895645711337,0.06299486207444334,0.6163352464413904,1.0,0.7245358663546754,0.9303974651850204,0.9062332463790758,0.8480273082900698,0.6700440999959489,0.49196653507334437,0.763458197591627,0.09405006684928274,0.07064448140413694,0.10839963226328968,0.022116607240325718,0.14004246708478282,0.23762840817511163
price_to_sma_60,0.19929573291393038,0.4330231340983465,0.6082984926971137,0.8272662271522055,0.15311663944923415,0.1821000397330101,0.10955953496641126,0.3650972863477467,0.2982346511690928,0.18134585671934308,0.36000960079796723,0.7245358663546754,1.0,0.870619254659962,0.6082984926971137,0.8272662271522055,0.9192588235576992,0.8885137976243042,0.2636183662906102,0.18097445833668746,0.21956883048849,0.2851639979653019,0.006204446202804247,0.28958175360086075,0.1089016574740161
rsi_14,0.33977762058261796,0.6777734617182523,0.8239308060546352,0.8741512794116114,0.2549715318469853,0.1395508821124677,0.19602742519677205,0.2601213173273429,0.17701555959182835,0.1043126259139567,0.593161307945606,0.9303974651850204,0.870619254659962,1.0,0.8239308060546352,0.8741512794116114,0.7884113767650373,0.6619599904008513,0.5839560753183801,0.12357429940201556,0.11527264701157468,0.1694831095306507,0.022869907798671398,0.20771914311248077,0.19361757390671028
roc_10,0.2803385924258464,0.6554114875948743,1.0,0.6960961769355072,0.21898214286973552,0.09256078015139531,0.15820414644231232,0.1535306315789053,0.06767426884203132,0.04637760876036039,0.5317180967315969,0.9062332463790758,0.6082984926971137,0.8239308060546352,1.0,0.6960961769355072,0.5569387669009123,0.37521732558926996,0.7877035084342454,0.08490495260222136,0.05113789326908943,0.0790962876794481,0.025182892477274805,0.10520117882369179,0.2544756027885683
roc_20,0.21488649889818562,0.4818412226146267,0.6960961769355072,1.0,0.16837576895924056,0.13735136794712619,0.1296821689991817,0.24314680342842598,0.16036621376330473,0.08718170003648737,0.3932361970482471,0.8480273082900698,0.8272662271522055,0.8741512794116114,0.6960961769355072,1.0,0.821581180207475,0.7109997696789803,0.514982876862935,0.1117165311794987,0.1283290639299676,0.16198150247061152,0.0061744947815679995,0.20104568895701122,0.1653358704183554
macd,0.07697616739894861,0.31227720029909034,0.5569387669009123,0.821581180207475,0.06246504548784525,0.17984317624038038,0.03931068649586362,0.33683025606855677,0.26373865214041375,0.15170573343272176,0.20797684093887123,0.6700440999959489,0.9192588235576992,0.7884113767650373,0.5569387669009123,0.821581180207475,1.0,0.9377944166587774,0.28978753519536704,0.157667426113398,0.2108283048434049,0.2535889487128616,-0.0019052835149050856,0.26652843324796555,0.09669450348546955
macd_signal,0.038763613749460614,0.16510297284116565,0.37521732558926996,0.7109997696789803,0.032245270997763524,0.19981129396890862,0.0118389107736909,0.3737685399254055,0.32041632983547796,0.19098705495327456,0.10112207916621999,0.49196653507334437,0.8885137976243042,0.6619599904008513,0.37521732558926996,0.7109997696789803,0.9377944166587774,1.0,0.07082704170914199,0.18392974268649537,0.25174759687452514,0.30224464701450415,-0.004996703571322318,0.3010141315731038,0.04724064831977174
macd_hist,0.16547671709147532,0.6189607047922051,0.7877035084342454,0.514982876862935,0.12313011518472482,0.03399618829096831,0.10647024540670344,0.0029299816897989705,-0.07828246933309134,-0.04693278550100202,0.4401969226652804,0.763458197591627,0.2636183662906102,0.5839560753183801,0.7877035084342454,0.514982876862935,0.28978753519536704,0.07082704170914199,1.0,0.006485395089545555,-0.04697889772366444,-0.05010702521035326,0.018879112331739226,-0.011232498189919784,0.2640026299764559
volatility_5,0.030163167516891305,0.061224287936179435,0.08490495260222136,0.1117165311794987,-0.021868002686141235,0.5784510544996289,0.04892184321459843,0.32005860701727323,0.3109802219049786,0.3016689531314799,0.054029934543139216,0.09405006684928274,0.18097445833668746,0.12357429940201556,0.08490495260222136,0.1117165311794987,0.157667426113398,0.18392974268649537,0.006485395089545555,1.0,0.6618711558881264,0.49750465437204056,-0.03649210834356052,0.2665366967562383,0.20632497617814802
volatility_20,0.010175012985274887,0.027711085221000614,0.05113789326908943,0.1283290639299676,-0.04811244991267939,0.5188929908817711,0.062367548604371104,0.41682637541282125,0.4107148742460398,0.3933148296248586,0.021534225268038724,0.07064448140413694,0.21956883048849,0.11527264701157468,0.05113789326908943,0.1283290639299676,0.2108283048434049,0.25174759687452514,-0.04697889772366444,0.6618711558881264,1.0,0.6477830769166472,-0.028662275811182487,0.3616601031070705,-0.11463221147712416
atr_14,0.022755358498330457,0.04721632689968651,0.0790962876794481,0.16198150247061152,-0.033755510247301994,0.42042035485775675,0.056405428911399505,0.9258292851856169,0.9279177112168004,0.9146599795769895,0.04191727968821816,0.10839963226328968,0.2851639979653019,0.1694831095306507,0.0790962876794481,0.16198150247061152,0.2535889487128616,0.30224464701450415,-0.05010702521035326,0.49750465437204056,0.6477830769166472,1.0,-0.004258210184820518,-0.024507681769600356,-0.01466105740747885
volume_change_1d,0.07525996630889983,0.030142797689193535,0.025182892477274805,0.0061744947815679995,0.0829201575930775,0.28837120694830387,0.013236894025134397,0.0061967851753680575,0.0066440898271147636,0.008718303952426851,0.0436526440527432,0.022116607240325718,0.006204446202804247,0.022869907798671398,0.025182892477274805,0.0061744947815679995,-0.0019052835149050856,-0.004996703571322318,0.018879112331739226,-0.03649210834356052,-0.028662275811182487,-0.004258210184820518,1.0,-0.00899038486306187,0.45531046579079354
volume_sma_20,0.02718653031626088,0.06486449240877995,0.10520117882369179,0.20104568895701122,0.017928560810186844,0.15655019231000455,0.0038638630724670527,-0.1252045219958545,-0.13963483835039123,-0.185063275210437,0.04983770925146557,0.14004246708478282,0.28958175360086075,0.20771914311248077,0.10520117882369179,0.20104568895701122,0.26652843324796555,0.3010141315731038,-0.011232498189919784,0.2665366967562383,0.3616601031070705,-0.024507681769600356,-0.00899038486306187,1.0,-0.0002439103666738255
volume_ratio_20,0.09658577051551696,0.17932463748119137,0.2544756027885683,0.1653358704183554,0.0497046512111961,0.43294027419850606,0.06757918002591712,0.01595654968519594,-0.008491553293815485,-0.0006007462108798586,0.1557250852552163,0.23762840817511163,0.1089016574740161,0.19361757390671028,0.2544756027885683,0.1653358704183554,0.09669450348546955,0.04724064831977174,0.2640026299764559,0.20632497617814802,-0.11463221147712416,-0.01466105740747885,0.45531046579079354,-0.0002439103666738255,1.0
